"id","url","publication_title","description","status","g_status","title","status_writer"
143674,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001316/18470811/042/0004","Evening Mail","... ewerring either to thenght band or to the left. Be thonld alwaya look to meaaunt not to man. (Bear, and cheert.) cared not what   war in power, for, tell the troth, he had confidence in any. (Lend appUaae.) Be thould adopt comae which believed to be in ...",1,"","Hr. Abchu, of Trelatk, aaconded the iwitnatioo of Mr. Cara*","xgboost_description"
143721,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000174/18470805/033/0008","Morning Post","... their faces blackened, and drove the Irish oat ,: village by force of their bludgeons. During ?? several of the injured   applied for summonses! pM their persecutors. Xo satisfactory reason has been .:.; that we can yet learn, for this outrage ...",1,"","R-MLWAY SHARE LIST","xgboost_description"
143726,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000317/18470821/016/0003","Northampton Mercury","... animal cry, and he spoke to the Corporal about it; but it was raining heavily at the time, and no further notice was taken. The   whom Mr. Simpson meant to charge was named Cullen, who was accordingly made to change places with Malone. Corporal Joseph Harvey ...",1,"","GRANTS TO DIFFERENT PARISHES SINCE APRIL, 1838","xgboost_description"
143754,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001083/18470813/021/0002","Derbyshire Advertiser and Journal","... provided with heavy hunting whips, and made no secret of their determination not to permit him to be taken. There was also   of stout labourers, armed with stout bludgeons, who formed a strong body guard around the honourable gentlemans carriage. ...",1,"","ALBERT","xgboost_description"
143940,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000393/18470814/009/0001","Gloucestershire Chronicle","... to pay his old visit, and great was the excitement, for undoubtedly the honorable gentleman is favorite with them. Large   went out meet him, and every passerby was greeted with shouta of  Grant ley for ever ** At length, aoout six the evening ...",1,"","MR. BERKELEY S VISIT TO BERKELEY","xgboost_description"
143984,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000266/18470828/031/0007","Yorkshire Gazette","... is not only liable to a fine by this court, for neglecting his duties, but, I apprehend, a proper representation to the   who placed him thereif he persists iv his negligence would cause him to be removed. Chief Baron Pollock's Charge to the ...",1,"","MISCELLANEA","xgboost_description"
143999,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001100/18470813/066/0006","Nottingham Review and General Advertiser for the Midland Counties","... innings, 2d innings, 99. Englandlst innings, 108; 2d innings, 88. England therefore won seven wickets. On Monday last, a   of tradesmen who frequent the Bowling Green Inn, Mansfield, assembled on Woodhouse Break, for a days enjoyment at the manly ...",1,"","NOTTINGHAM REVIEW","xgboost_description"
144000,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001100/18470813/039/0002","Nottingham Review and General Advertiser for the Midland Counties","... metropolitan police Sunday morning, of an elopement of a distressing character that took place on the preceding day. The   are represented to have eloped from the house of the injured husband, a highly respectable clergyman of the Church of England ...",1,"","PROVINCIAL MEDICAL AND SURGICAL congratulation to the people ASSOCIATION. | Tsts AM ,!Y MANCHESTER The annual ..","xgboost_description"
144029,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000822/18470809/019/0002","Enniskillen Chronicle and Erne Packet","... interposed and declared that each of the candidates should obtain a lair hearing, he would inlioduce the police. From the opposite   aso appeals were made the people to observe silence. Mr. Shcil Dont any of you assist me, beg you wont(confusion.) IM get ...",1,"","CITY OR LIMERICK","xgboost_description"
144058,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000252/18470814/050/0005","Staffordshire Advertiser","... the disposal of charges of pocket picking and disorderly conduct. The cases, however, were all summarily disposed of, the   being ordered to find sureties, and some of the reputed thieves committed for short periods to hard labour. Seventeen prisoners ...",1,"","FESTIVITIES AT BROCTON HALL","xgboost_description"
144062,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000418/18470731/027/0004","Cambridge Independent Press","... charged kAward Ilmggint, Warboys, with an assault. The case having been previously settled by the Bench at Huntingdon, the   were ordered to pay 12*. costs between thna William king, a railway labourer, charged Henry with an assault. Ramsey king, ...",1,"","SESSIONS AND POLICE INTELLIGENCE","xgboost_description"
144172,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000078/18470815/016/0007","Lloyd's Weekly Newspaper","... The prisoner said she was willing to pay the 12s., or do anya thing, and she would use every exertion to discover the guilty  , Mr. Burrell would; under the c.frromstances, consent to take bail for 20. The bail was fortlicooning, and the prisoner was ...",1,"","LAW AND POLICE.Saturday","xgboost_description"
144230,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000181/18470828/020/0005","Sheffield Independent","... the course of rivers, might cut canals, and con- struct railroads, is spent in contending about dieories which few of either   are in a condition to under- stand.Dr. Kane's Ireland. Railways in Ireland.  After describing the Dub- lin and Cashel line ...",1,"","A ROMAN CATHOLIC'S OPINIONS ON THE.NOTTINGHAM AND LEEDS ELECTIONS","xgboost_description"
144356,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000224/18470807/078/0007","Birmingham Journal","... record|*r. and b« luboored his polities and put He conduct i'h  ssive aererity. wo* ( j| to see him. wss cnee thf idol of his   Who was often cerri don their s-rvile loalders- reduced to miserable necessity of liatenlng the storm of reproaches h'ap ...",1,"","TUF. GENERAL ELECTION","xgboost_description"
144373,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001652/18470807/026/0004","Globe","... employ any of those men. Thursday morning, as was going to overlook bis men, he had several bricks thrown at him, but the   assailing him kept out of sight. In the afternoon, as he was returning home, about four oclock, he took refuge from the rain ...",1,"","THE GLOBE, SATURDAY, AUGUST 7, 1847. POLICE","xgboost_description"
144398,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001306/18470804/018/0002","Western Courier, West of England Conservative, Plymouth and Devonport Advertiser","... were called, gave similar statement to the occurrences which then took place, and identifiad »U the prisoners being active   in the riot; hut it was much weaker as against some than others. Tiro Chief Justice, in summing up, observed that this prosecution ...",1,"","CIIABOB TO THE GRAND JURT","xgboost_description"
144643,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000498/18470731/043/0007","York Herald","... Saturday night, about ten o'clock, a small boat with five men in it *-*w npeat nam te nnhhla hutty. ~ h * * t  M  1 ot tbe   *o* drowned, and te otfaer two saved tbeir Uvea by Ringing to the boat's tide until one o'clock on Sunday morning, when they ...",1,"","JWUNTRY NEWS","xgboost_description"
144699,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001480/18470807/055/0004","Londonderry Sentinel","... opposite the Custom-house, where an open hearse, drawn by six horses, awaited the arrival of the remains. There was a large   of police the spot to keep order, and nothing could more admirable than the cool and quiet temper exhibited by them, pressed ...",1,"","ENGLISH CARRIAGES","xgboost_description"
144803,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000172/18470828/034/0004","Leicester Chronicle","... in *late of creditable repair, h tl.e application is successful, it hoped that no nt'empt ill he nude impose any tax upon   »i«itina the castle.) The bounty of the corporation should be bestowed that express condition. O.n Way Preven rtso Crimp. ...",1,"","VARIKTIKS,","xgboost_description"
145954,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000155/18470812/016/0005","Bradford Observer","... Tbe prisoner, in reply to several qnestions put by the  , admitted that he was in the habit of turning his ?? out of doors every morning to do what she could for herself ! Tbe   considered that he had acted a very unnatural part, sentenced ...",1,"","CHURCH RATES*. THE FALLACY PUT FORTH IN.THEIR DEFENCE","xgboost_description"
146050,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000317/18470828/017/0003","Northampton Mercury","... bring the case before the  , because a system of intimidation was being carried on, which, rather than submit to, he would close his gates altogether. The case was to have been heard in the evening, but the   afterwards agreed to take ...",1,"","Avrival of a Great Personage Northampton. Un Wednesday last, Mrs. Armitage. a whose enormou attractions have ..","xgboost_description"
146104,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000998/18470817/030/0004","Newry Telegraph","... Court Leinster Express. A Novel Application. At recent fitting of the Cheltenham police-court, an application was made the   put down fashion which, it was said, had become a positive nuisancenamely, the unnecessary length of ladies dresses. As ...",1,"","ISSUE UEI'AUTMENT","xgboost_description"
146139,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001652/18470807/016/0003","Globe","... ago than yesterday, had complain to the sitting   of six other female paupers, and one of them, if to corroborate what had deposed against them, and whilst giving his evidence before the  , actually took off her shoe and threw it with ...",1,"","In his manner of speaking","xgboost_description"
146188,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000434/18470817/045/0004","Northern Whig","... making for the funeral. A Novel Application. At recent sitting of the Cheltenham Police Court, application was made the   put down fashion which it was said had become a positive nuisancenamely, the unnecessary length of ladies dresses. they ...",1,"","PROGRESS OF THE KUTAI. SQUADRON","xgboost_description"
146192,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001100/18470820/021/0002","Nottingham Review and General Advertiser for the Midland Counties","... A Novel Application. At the sitting of the Cheltenham police court, on Thursday week, an application was made to the   put down a fashion which it was said had become a positive nuisanceviz., the unnecessary length of ladies dresses. As ...",1,"","INSANITY.DRUNKENNESS","xgboost_description"
146252,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001480/18470828/060/0004","Londonderry Sentinel","... Church of England Journal. Notbi. Apflicatiob.At recent sitting of the Cheltenham Police Court, application was made to the   to pot down a fashion which was said bad become a positive nuisancenamely, the unnecessary length of ladies' dresses. As ...",1,"","THE LONDONDERRY SENTINEL. LATEST FASHIONS","xgboost_description"
146372,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000928/18470814/037/0003","Monmouthshire Merlin","... THURSDAY,   presentJ. Latch, and T. Hughes, Esqrs. William Prothero, remanded from Monday, was charged on suspicion of stealing rope.No prosecutor appeared, and prisoner was discharged. Joseph Hughes was charged with having ben drunk and ...",1,"","j THURSDAY,","xgboost_description"
146379,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470730/037/0003","Morning Advertiser","... Thursday. This election took place this morning ; John Hartley, Esq., constable ofthc borough, presided, John Barker, Esq., (  and ironmaster,) proposed the Hon. Charles Pelham Villiers for re-election ; Jeremiah Wynn, Esq., (merchant,) seconded the ...",1,"","WOLVERHAMPTON","xgboost_description"
146408,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000494/18470731/016/0005","Hampshire Advertiser","... ODIHAM, July 31. ' Odiham Petty Sessions Tuesday.   presen Edward St. John Mildmay, and George Birch esqrs. Elizabeth Foster, wife of William Foster, was charged by Frances Eades, wife of JohnjEades, with assaulting her at Hazely Heat on tbe ...",1,"","ODIHAM, July 31. '","xgboost_description"
146425,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470824/085/0004","Morning Advertiser","... police-station, at Wandsworth, where the inspector refused to take bail for his appearance. In answer to a question put the  , the prisoner said he could not deny having no reins, and he was vety sorry for what had occurred. Mr. Beadon remanded the ...",1,"","WANDSWORTH","xgboost_description"
146446,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000358/18470814/023/0003","Berkshire Chronicle","... from London, appeared for the defendants and after a long rigmarole of address which appeared exhaust the patience of the   and indeed all present, from its senseless repetition, two witnesses were examined for the plaintiff, who clearly proved ...",1,"","MALOW","xgboost_description"
146476,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000928/18470821/045/0003","Monmouthshire Merlin","... NEWPORT TOWN HALL.MONDAY, AUGUST   present-Thomas Morgan Llewellin, mayor, and Joseph Latch, Esqrs. Henrv Thomas was charged with stealing six basins and five cups, of the value of Is., from the Tredegar wharC It appeared that as PC Bath was ...",1,"","NEWPORT TOWN HALL.MONDAY, AUGUST lG","xgboost_description"
146494,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000350/18470804/010/0005","Worcestershire Chronicle","... inquest on Friday, at the Barley Mow, on Thomas Yates, child who was killed death/  * Cart Wednesday. Verdict,  Accidental  's S '-J VIS9DAr ' ' ' P ttev. Vernon and H. Ricketts, Fined 10s. including costs, and allowed seven days to pay it in' ten ...",1,"","BROMSGROVE","xgboost_description"
146530,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000183/18470818/029/0004","London Evening Standard","... and J. Ai.lawvy, Esq.) An Affecting and Romantic Case. An unfortunate young woman was this morning brought up before the  , having been found on the race-course at six o clock that morning by one of the policemen in a pitiable state. It was with ...",1,"","READING POLICE OFIICE, Awjusl 13","xgboost_description"
146589,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000350/18470811/023/0005","Worcestershire Chronicle","... not deny tbe charge, and was committed as a rogue and vagabond for six weeks to the house of correction. He begged the   to make it two months, observing that he should get better  wittles if committed for longer period. leaving the bar, he ...",1,"","PETTY SESSIONS.Wednesday, Aug. 4","xgboost_description"
146623,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001292/18470821/042/0005","Bolton Chronicle","... suspicions might be. unless it had been after sunset, or nefore sunrise, and except under the power of a warrant The   held the objection to good, and the prisoner was discharged. A Narrow Escape. On Friday morning last, an accident, which ...",1,"","BLACKBURN","xgboost_description"
146799,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000174/18470826/003/0001","Morning Post","... Saturday last, four men, named Joseph Johnson, Joseph Cater, William Newson, and William Aiger, were brought before the   at the Thames Police Court, charged with being present, and aiding and abetting a fight between the deceased and Auty, which ...",1,"","TRAGICAL AND MELANCHOLY OCCURRENCE","xgboost_description"
146844,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001017/18470828/038/0008","Kentish Independent","... the jury, however, expressing earnest wish that the latter might admitted evidence.  .. The case was beard before the   the same day, when the despositions were taken (Henson being examined witness), and West commuted for trial. LiRUTERAttT ...",1,"","THE KENTISH INDEPENDENT","xgboost_description"
146846,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001308/18470804/055/0003","Wolverhampton Chronicle and Staffordshire Advertiser","... promising not to repeat the offence, the defendant waa fined in the mitigated penalty of la. and coats. Monday, Augutl 2. The   on the bench to-day were H. Hill, Esq. OvnLBT FeREDSY, E.q and W. Tsbrsit, Esq. Edward Banton, ol the pariah of labourer ...",1,"","POLICE INTELLIGENCE","xgboost_description"
146856,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001279/18470827/025/0003","Hull Advertiser and Exchange Gazette","... murder, and abstained from any attempt to arrest tlie miscreant, and when more faithful n,l wer had disappeared, though   boasted that where was. ifmMngiom Globe. Kxteaoiii>inary Dsath.-Oo Thurday night, - at man, named JaffriM, WM ««h In SMdleahara ...",1,"","THE CORN MARKETS","xgboost_description"
146858,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000183/18470826/025/0003","London Evening Standard","... Saturday last, four men, named Joseph Johnson, Joseph Cater, William Newson, and W illiam Aiger were brought before the   at the Thames Police Court, charged with being present, and aiding and abetting a fight between the deceased and Auty, which ...",1,"","INTERVENTION IN PORTUGALITS RESULTS","xgboost_description"
146868,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000366/18470821/015/0003","Newcastle Guardian and Tyne Mercury","... Grand Cross of the Bath. The indentures of an apprentice Messrs. Moss's bank, at Liverpool, were lately cancelled by the   of that town upon its being shown that he had committed many serious blunders in the discharge of his dutiesone of which ...",1,"","Miscellaneous News","xgboost_description"
146971,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001466/18470818/033/0002","Eddowes's Journal, and General Advertiser for Shropshire, and the Principality of Wales","... the necessary facts as regarded -orvice, but Mr Smallwood contended that he should have summoned his mistress before the   petty sessions, instead of suing in the Sheriffs Court. The jury returned a verdict for the amount claimed. Shropshire ...",1,"","SHREWSBURY FAIR","xgboost_description"
147060,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000174/18470826/040/0007","Morning Post","... old and faithful servant ? Mr. Dolly was understood to say that as the police took the matter up he had no power, and the   com- mitted. The prisoner was immediately Acquitted. William Ing ram, -a very shrewd lad, aged 13, was in- dicted for stealing ...",1,"","CE.\TR,.L CRIMINAL COURT, August 25","xgboost_description"
147064,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000183/18470824/027/0004","London Evening Standard","... Britannia Saloon, Hoxton, during the performances on Friday evening. Mr. Lane, the proprietor of the saloon, now informed the   that he had caused handbills to be circulated, offering a reward of 10/. for the appearance ofthe person who had pointed ...",1,"","POLICE","xgboost_description"
147097,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000914/18470821/029/0003","Cardiff and Merthyr Guardian, Glamorgan, Monmouth, and Brecon Gazette","... man who sat in the chair at Uskhe did not know his name. Verily the school- master is wanted in Monmouthshire. At the  ' Office, Newport, on Saturday last, before O. Morgan, Esq., M.P., and the Revs. Jas. Coles and Chancellor Williams, Samuel ...",1,"","---MON MOUTHSH IRE","xgboost_description"
147099,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000361/18470821/013/0003","Salisbury and Winchester Journal","... replied that one good turn deserved another. Rbading, Aug. unfortunate young woman was this morning brought up before the  , having been found on the race-course at six o'clock that morning by one of the policemen in a pitiable state. was with ...",1,"","LOCAL INTELLIGENCE","xgboost_description"
147179,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0002214/18470802/025/0002","Cheltenham Journal and Gloucestershire Fashionable Weekly Gazette","... handed over to the parish constable, who brought them to the Cheltenham police station, and they will be examined before the   this morning. WIIAT MALES Molnar Scsueit ?Wbeneier it is said,  the market is dull, because money is scarce, tl;* means ...",1,"","411016411 b ;NW% 1,4,k\ NPA t,bll4 4. 'IN et","xgboost_description"
147401,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001578/18470828/010/0003","Illustrated London News","... the fight the men gave him some more beer, and he appeared to be intoxicated. The boy died the next morning. The Coroner   the inquiry. ...",1,"","ACCIDENTS AND OFFENCES. MURDER OF A WOMAN BY HER HUSBAND,","xgboost_description"
147526,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000196/18470802/005/0002","Aris's Birmingham Gazette","... R*a»»Vcolka3fc » Rector A Mr - 1 A  ** Her OcaUc'id tka tion House, and was kept up (with the exception of a short   at half past three) until »c ven o'c lock, the state the poll was declared by Mr. Gladstone's Committer be log lis 06- ...",1,"","GENERAL ELECTION","xgboost_description"
147589,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000091/18470814/103/0025","Northern Star and Leeds General Advertiser","... The serfs of the soil flecked in large numbers to the rneeting. The room being tne estaw to accumodate the peotle, an   eook piaee to the open air. Mor Downs, of Stratford, was utai. -mously called to the chair, and, in a nea t speech, is. ...",1,"","National Land Company","xgboost_description"
147730,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470826/083/0004","Morning Advertiser","... felt disposed to respite its judgment to the next session. _ This case closed the business in the Hurd Court, and it then   to Monday, Sept. 30. Maria Scott, it appears, was acquitted yesterday, in this Court, and has since been received back into ...",1,"","CENTRAL CRIMINAL COURT, Aug. 24,","xgboost_description"
147987,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000051/18470828/011/0003","London Daily News","... being elected, the meeting after some routine business broke up. Inquest, Yesterday.The late fatal Fight between Two Bovs;  .Before Mr. W. Baker, the coroner, at the Old Commodore public-house, High-street, Poplar, respecting the death of J. M. ...",1,"","Last Night's Gazette contains an order in council announcing that a treaty has been concluded, and is now ..","xgboost_description"
148037,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000998/18470817/028/0004","Newry Telegraph","... Group, second ditto. MurderCoroners Inquest. An inquest was commenced at the County Infirmary, on Thursday evening, and   the following day the City Court-house, the body a man named Michael Brennan, who died on Wednesday evening wounds inflicted ...",1,"","STije arms","xgboost_description"
148060,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000494/18470731/024/0005","Hampshire Advertiser","... transaction by some friend of the prisoner's, who is very respectably connected. Hn was committed to take his trial at the next   Sessions at Newport. Bail was afterwards accepted for tbe prisoner, his father in 1501, Win. Butt, esq. 75f,and his uncle ...",1,"","RYDE, SATURDAY, July 31","xgboost_description"
148102,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001300/18470828/040/0003","Liverpool Mail","... own country, were searched. Mr. Hart replied that they were. The board having disposed of all the business before them,  . DREADFUL MURDER NEAR BOLTON. ILL-FATED FAMILY. One of the most cool-blooded murders ever perpetrated in this neighbourhood ...",1,"","the new parish burial ground","xgboost_description"
148114,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470821/027/0003","Morning Advertiser","... Microslowski, to bring forward the resolutions respecting the centralisation of the course of the undertaking. The Court   at two oclock, after the Counsel for the prisoner Lad urged that every nation had its own mission well as its peculiarities ...",1,"","POLISH TRIALS","xgboost_description"
148130,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000981/18470828/026/0004","Bristol Times and Mirror","... any mischief. Let him be remanded until further orders; and I believe it much fur his advantage, a* for all of yours, to  . ' The sheriff informed the court that he waa dead. Lord Clonmel.Let an inquisition, and respectable one, held on the body ...",1,"","POETRY","xgboost_description"
148187,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001300/18470807/042/0003","Liverpool Mail","... commission agent; John Spencer, watchmaker; Francis Norrison, builder; John Lee, builder. Two months John Aldersey, merchant.   to next Circuit Henry Barnard Harris, master in the navy, recommended to be set aside £lO year out of half pay ; John Middleton ...",1,"","LOCAL AND PROVINCIAL","xgboost_description"
148415,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000073/18470828/003/0001","Oxford Journal","... COLLETT. F. Wh4T.1%KZR, W. CLINCHO. J. WRIISXIT T. DENTON. W. WILLIAMS. COUNTY OF OXFORD. 5OTICE is hereby given, that an   of l the last General Qaarter Sessions of the Peace for this County wvill be holden on Saturday the 11 th day of September ...",1,"","Advertisements & Notices","xgboost_description"
148455,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0002131/18470729/025/0002","Nottingham Journal","... Peter'. Gate, Nottingham.. Jot, Zth, 1847. A mina GATE. NGTTING. I I airri4 ( JE A A N CT ) to i rr gr a.E'.ZZ D .   I r m   Tootday the 10th to Toeotlo, the day of August, both days iselts. f (110 W. F. N. Ni Chun:non. 11108. BISHOP. Vote.Choirman ...",1,"","IT MESSRS. WOOD","xgboost_description"
148581,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000193/18470828/101/0005","Leeds Intelligencer","... Almondbnrr. the property of James North.Six calendar David Brooksbank, keeping a disorderly boose at Bradford Three months. THK   AT POOL FSAST. Jeremiah Thorp (3j), Richard Valentine (32), George Smith (26), and William. Walker (26), riotously wniiitiling ...",1,"","ELLI CER, WEST RIDING INTERMEDIATE SESSIONS. moeneed at Wake- Chairman. J p Ingham. Bsq.» Ed,;^ Pe *- «J- - W","xgboost_description"
148644,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000413/18470731/036/0001","Windsor and Eton Express","... Aruclee now ready for immediate delivery, and can forwarded one day's notice, by an order addressed above. . . A variety of   Cloths, Marquees, loots, Booth Cloths for Races, Fktes, Cricket Clubs, Public D' * and second hand, for sale or hire. Waggon ...",1,"","RICK CLOTHS, MARQUEES, TENTS. &c. R. AND W. BROWNIE. UXBRIDGE, MIDDLESEX, MANUFACTURFUB TO HER MAJESTY, THE ..","xgboost_description"
148710,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000151/18470804/037/0004","Blackburn Standard","... BLACKBURN  . J LIST PERSONS WHO VOTED AT THE   OF MEMBERS TO SERVE PARLIAMENT FOR THE BOBOrGH BLACKBURN. SHOWING HOW EACH ELECTOR VOTED oaKwmans. JOHN HORNBY. Esq. P ROBERTS. WILLIAM HAHGREATF.S, Eaq. JAMES PILRINGTON, Esq. nxr or oMMUTtoi ...",1,"","BLACKBURN ELECTION. J LIST PERSONS WHO VOTED AT THE ELECTION OF MEMBERS TO SERVE PARLIAMENT FOR THE BOBOrGH ..","xgboost_description"
148784,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000181/18470731/005/0003","Sheffield Independent","... Liberals on the list, has j been carried by a majority of C 4 over Masterman. Proclamation of an   on Sunday.  Strange to say, die proclamation for tiie   for die city of Car- lisle was made on Sunday last ! We believe this arose from the circumstance ...",1,"","CITY OF LONDON ELECTION","xgboost_description"
148847,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001288/18470731/047/0003","Bucks Gazette","... Charles Russell lias published his resignation. The nomination day for the   of members for the Borough is tixed lor Monday next, and the polling for Tuesday. Thc County   fixed for Saturday week, August 7. No opposition is at present contemplated ...",1,"","THE GENERAL ELECTION","xgboost_description"
148912,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001287/18470809/011/0002","Belfast Commercial Chronicle","... ENGLISH   usivibsitt tccsdat bvsnimu. Tbs University   has Just terminated, after unprecedented contest, and a larger number of the members of convocation having polled than is, we believe, on record. The numbers at close, announced by ...",1,"","ENGLISH ELECTIONS oxrono usivibsitt tccsdat bvsnimu","xgboost_description"
148927,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000076/18470731/029/0008","Leeds Mercury","... WAKEFIELD BOROUGH  . ,ard- TRz At the conclu5ion of the poll on Thursday, it was deter- M oar, mined by the friends of G. W. Alexander, Esq,, to hold a meet- anti end ing, in order that he might address the inhabitants previous to' the a returning ...",1,"","WAKEFIELD BOROUGH ELECTION","xgboost_description"
149377,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000938/18470812/003/0001","Brighton Gazette","... »pO THE ELECTORS OF EAST SUSSEX. Gihtumbn, Yoa hire thi» morning done me tbe honour to   one of your repraentatiTee in the Home of Common!; end it therefore only now remain! for to return yon my belt think! (or tbia diatingniihed mark of your approbation ...",1,"","»pO THE ELECTORS OF EAST SUSSEX. Gihtumbn, Yoa hire thi» morning done me tbe honour to elect one of your","xgboost_description"
149476,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000181/18470731/006/0003","Sheffield Independent","... TAMWORTH  . J amwobth, Wednesday tv took place to-day Nn iT- c nomina tion and   tiie event, and the quiet HtlT' bas been excited b ? a banner or two, waf* «£? -i ° f Tamworth ' barrin & Mr. Yates Peel wire rSS ^ Sir K ° bert md pamphlet ...",1,"","TAMWORTH ELECTION","xgboost_description"
149501,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001289/18470731/039/0003","Bedfordshire Mercury","... Charles Russell has published his resigns! ion. The nomination day for tba   of members for tbe Borough is fixed for Monday next, and the polling for Tuesday. The County   fixed for Saturday week, August 7. opposition is present contemplated ...",1,"","ELECTION NEWS OF THE NEIGHBOURHOOD","xgboost_description"
149505,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001466/18470818/078/0004","Eddowes's Journal, and General Advertiser for Shropshire, and the Principality of Wales","... MONTGOMERYSHIRE COUNTY  , The re-electihn of the Right Hon. C. W. W. Wynn for Montgomeryshire, took place on Friday, the 6th iost. Montgomery. A uumerouf profession of Freeholdera, carriage* and horseback, met the veteran statesman the Nac's Head ...",1,"","MONTGOMERYSHIRE COUNTY ELECTION,","xgboost_description"
149833,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000399/18470828/007/0002","Westmorland Gazette","... Borough or Wolverhampton. It has not transpired whether Mr. Villiers will   to sit for this borough for south Lancashire. At Manchester, we hear, some sporting electors are offering to bet three to one that south Lancashire will have the preference ...",1,"","Borough or Wolverhampton. It has not transpired whether Mr. Villiers will elect to sit for this borough for ..","xgboost_description"
150039,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001652/18470802/007/0001","Globe","... MONDAY EVENING, AUGUST 2, 1847. THE GENERAL  .   FIXED. The foDowing   (that to saj, the nominations) have been officially appointed to take place on the days respectively mentioned: TUESDAY, AUGUST 3. Durham, North Nottingham ...",1,"","MONDAY EVENING, AUGUST 2, 1847","xgboost_description"
